"Experiment Name: ","Time_Base_Campaign_Example"
"Experiment Description: ","Example of a time base campaign with 2000 faults"
"Responsable: ","David Paiva"
"Date: ","12/10/2022 23:17:48"
"-"
"-"
"-"
"-"
"-"
"Target: ","EDC (CONASAT)"
"Fault Type: ","FAULT_TYPE_TIMEBASED"
"Register","Mask","T0","Tinj","T1","Tfim"
"R11","00000000000000000000000100000000","2000","4543","6000","12000"
"R9","00100000000000000000000000000000","2000","5820","6000","12000"
"R4","00000100000000000000000000000000","2000","2047","6000","12000"
"LR","00000100000000000000000000000000","2000","2683","6000","12000"
"LR","00000001000000000000000000000000","2000","2610","6000","12000"
"R12","00000000000000000001000000000000","2000","3924","6000","12000"
"PC","00000100000000000000000000000000","2000","3747","6000","12000"
"PC","00000000000000001000000000000000","2000","2822","6000","12000"
"R1","00000100000000000000000000000000","2000","4200","6000","12000"
"PC","00000000000000000000000000010000","2000","4592","6000","12000"
"R9","00000000000000000000000010000000","2000","4752","6000","12000"
"R8","00000000000000000001000000000000","2000","5135","6000","12000"
"R7","00000000000000000000010000000000","2000","4312","6000","12000"
"R8","00000000000000100000000000000000","2000","2565","6000","12000"
"R6","00000000000000000000000000000001","2000","2780","6000","12000"
"LR","00000000000000000000010000000000","2000","5461","6000","12000"
"R10","00000000000000000010000000000000","2000","4171","6000","12000"
"R0","00000000000000001000000000000000","2000","4299","6000","12000"
"R11","01000000000000000000000000000000","2000","4404","6000","12000"
"R1","00000010000000000000000000000000","2000","4473","6000","12000"
"LR","00100000000000000000000000000000","2000","5981","6000","12000"
"PC","00000000001000000000000000000000","2000","2011","6000","12000"
"R12","00000000000000000000000000000010","2000","5266","6000","12000"
"R7","00000000000000000000000000000001","2000","3164","6000","12000"
"R12","00000000000000000000000100000000","2000","4666","6000","12000"
"R12","00000000000000000000000100000000","2000","2002","6000","12000"
"R1","00000000000000000000000100000000","2000","5445","6000","12000"
"SP","00000000000000000000000000001000","2000","2884","6000","12000"
"R8","00000000000000010000000000000000","2000","2977","6000","12000"
"R2","00000000010000000000000000000000","2000","3564","6000","12000"
"R12","00000000000000000000010000000000","2000","2860","6000","12000"
"R11","00000000000000000100000000000000","2000","4279","6000","12000"
"R2","00000000000000000100000000000000","2000","4964","6000","12000"
"R4","10000000000000000000000000000000","2000","3304","6000","12000"
"R1","00000000000000000001000000000000","2000","4122","6000","12000"
"R3","00000000100000000000000000000000","2000","3005","6000","12000"
"R9","00000100000000000000000000000000","2000","2021","6000","12000"
"SP","00000000010000000000000000000000","2000","3530","6000","12000"
"R5","00000000000000000000001000000000","2000","2515","6000","12000"
"R7","00000000100000000000000000000000","2000","2753","6000","12000"
"R12","00000000000000000000000001000000","2000","4506","6000","12000"
"R12","00000000000000000000000000000100","2000","3156","6000","12000"
"R4","00000100000000000000000000000000","2000","3949","6000","12000"
"R9","00000000000000000000000000100000","2000","5553","6000","12000"
"R12","00000000000000000000000100000000","2000","4202","6000","12000"
"R4","00000000000000100000000000000000","2000","5355","6000","12000"
"R2","00000000000000000000000000010000","2000","5488","6000","12000"
"PC","00000000000000100000000000000000","2000","2617","6000","12000"
"R0","01000000000000000000000000000000","2000","2318","6000","12000"
"R5","00000001000000000000000000000000","2000","3992","6000","12000"
"R4","00010000000000000000000000000000","2000","2102","6000","12000"
"R0","00000000000000100000000000000000","2000","4428","6000","12000"
"R0","01000000000000000000000000000000","2000","5264","6000","12000"
"SP","00000000000000000010000000000000","2000","5572","6000","12000"
"PC","00010000000000000000000000000000","2000","4267","6000","12000"
"R3","00000000000000000000001000000000","2000","5722","6000","12000"
"R10","00000000000000000000000000100000","2000","4206","6000","12000"
"R3","00000000000010000000000000000000","2000","3450","6000","12000"
"LR","00010000000000000000000000000000","2000","5229","6000","12000"
"R6","00000000000000010000000000000000","2000","2618","6000","12000"
"PC","00000000000010000000000000000000","2000","2903","6000","12000"
"R11","01000000000000000000000000000000","2000","3848","6000","12000"
"R5","00000010000000000000000000000000","2000","3020","6000","12000"
"R11","00001000000000000000000000000000","2000","4002","6000","12000"
"R12","01000000000000000000000000000000","2000","5420","6000","12000"
"R4","00000000000000100000000000000000","2000","3837","6000","12000"
"R4","00000000000000000100000000000000","2000","4651","6000","12000"
"R1","00000000000000000000000100000000","2000","2281","6000","12000"
"R6","00100000000000000000000000000000","2000","3040","6000","12000"
"R4","00000100000000000000000000000000","2000","2188","6000","12000"
"LR","00000000000000000000000000000100","2000","4989","6000","12000"
"R12","00000010000000000000000000000000","2000","3307","6000","12000"
"R11","00000000000000000000000000000010","2000","3448","6000","12000"
"R1","00000000000000000000000000010000","2000","3880","6000","12000"
"R11","00001000000000000000000000000000","2000","5032","6000","12000"
"LR","00000000000000000000000000100000","2000","3428","6000","12000"
"R9","00001000000000000000000000000000","2000","2028","6000","12000"
"R1","00000000000000000000100000000000","2000","3493","6000","12000"
"R0","00000000000000000000000001000000","2000","5413","6000","12000"
"R3","00000000000000000000001000000000","2000","3891","6000","12000"
"LR","00000000000000100000000000000000","2000","5635","6000","12000"
"R0","01000000000000000000000000000000","2000","4989","6000","12000"
"R8","00100000000000000000000000000000","2000","3389","6000","12000"
"R9","00000000001000000000000000000000","2000","2073","6000","12000"
"R4","00000000000100000000000000000000","2000","3386","6000","12000"
"R9","00000000000000000010000000000000","2000","5896","6000","12000"
"R2","00000000000000000000000000010000","2000","3853","6000","12000"
"R9","00000000000000000000000000010000","2000","3959","6000","12000"
"LR","00000000000000000000001000000000","2000","2718","6000","12000"
"SP","00000000000000000000000000100000","2000","3586","6000","12000"
"R2","00000000010000000000000000000000","2000","2786","6000","12000"
"R9","01000000000000000000000000000000","2000","3027","6000","12000"
"PC","00000000000000000000000000001000","2000","3884","6000","12000"
"R2","10000000000000000000000000000000","2000","4072","6000","12000"
"R11","00010000000000000000000000000000","2000","3005","6000","12000"
"R11","00000100000000000000000000000000","2000","4819","6000","12000"
"R2","00100000000000000000000000000000","2000","3479","6000","12000"
"R7","00000000001000000000000000000000","2000","2938","6000","12000"
"R7","00000000000000000000000000010000","2000","2608","6000","12000"
"R8","00000001000000000000000000000000","2000","3327","6000","12000"
"R8","00000000010000000000000000000000","2000","5474","6000","12000"
"R9","00000000010000000000000000000000","2000","3898","6000","12000"
"LR","00000000000000000000000000000100","2000","4991","6000","12000"
"R2","00000000000000000010000000000000","2000","4483","6000","12000"
"LR","00010000000000000000000000000000","2000","3457","6000","12000"
"R1","00000000000000000000001000000000","2000","4588","6000","12000"
"R11","10000000000000000000000000000000","2000","4864","6000","12000"
"R10","00000000000000000000001000000000","2000","3530","6000","12000"
"SP","00000000000000000000000000100000","2000","2076","6000","12000"
"R5","00000000000000000000100000000000","2000","3700","6000","12000"
"R12","00000000000000000000000001000000","2000","4058","6000","12000"
"LR","00000000000000000001000000000000","2000","4291","6000","12000"
"R6","00000000000000000000000100000000","2000","4364","6000","12000"
"R1","00000000000000000000000000100000","2000","3354","6000","12000"
"R10","00001000000000000000000000000000","2000","5065","6000","12000"
"R2","00000000000000000000001000000000","2000","3392","6000","12000"
"SP","00000000100000000000000000000000","2000","4508","6000","12000"
"R1","00000000000000000000000010000000","2000","5928","6000","12000"
"R9","01000000000000000000000000000000","2000","3768","6000","12000"
"R7","00000000000001000000000000000000","2000","5586","6000","12000"
"R7","00000000000000000000010000000000","2000","4744","6000","12000"
"SP","00000000000000000100000000000000","2000","5930","6000","12000"
"R2","00100000000000000000000000000000","2000","4484","6000","12000"
"R2","00000000010000000000000000000000","2000","4877","6000","12000"
"R11","00000000010000000000000000000000","2000","3520","6000","12000"
"R0","00000000000000000001000000000000","2000","2124","6000","12000"
"LR","00100000000000000000000000000000","2000","4863","6000","12000"
"PC","00000010000000000000000000000000","2000","4842","6000","12000"
"R0","00000000000000000010000000000000","2000","3654","6000","12000"
"PC","00000000000000000000001000000000","2000","5823","6000","12000"
"R10","00001000000000000000000000000000","2000","5099","6000","12000"
"R8","00100000000000000000000000000000","2000","4127","6000","12000"
"R7","00000000000000000100000000000000","2000","3499","6000","12000"
"LR","00000000000001000000000000000000","2000","3157","6000","12000"
"LR","00000000000000000000000000000100","2000","5946","6000","12000"
"R9","00000000000000000000000100000000","2000","3752","6000","12000"
"R10","10000000000000000000000000000000","2000","2646","6000","12000"
"PC","00000000000000000000000000010000","2000","4128","6000","12000"
"R9","00000000000000000010000000000000","2000","4917","6000","12000"
"R5","00000000000000000000000000100000","2000","5506","6000","12000"
"R2","00000000000000000000000100000000","2000","3900","6000","12000"
"R10","00000000001000000000000000000000","2000","3894","6000","12000"
"R8","00000000001000000000000000000000","2000","2961","6000","12000"
"R9","00000000000000010000000000000000","2000","5546","6000","12000"
"R8","00000010000000000000000000000000","2000","4136","6000","12000"
"R8","00000000000000000000100000000000","2000","5167","6000","12000"
"R12","00000100000000000000000000000000","2000","2554","6000","12000"
"LR","00000000000000000000000000001000","2000","5889","6000","12000"
"R6","00000000000000000010000000000000","2000","5620","6000","12000"
"R5","00000000000000000000000010000000","2000","4485","6000","12000"
"R11","00100000000000000000000000000000","2000","3116","6000","12000"
"R10","00000000000000000000000000000100","2000","5514","6000","12000"
"R7","00000000000000000000001000000000","2000","4206","6000","12000"
"R4","00000000010000000000000000000000","2000","3858","6000","12000"
"R9","00000000000000000010000000000000","2000","5684","6000","12000"
"R7","00000000000000000000000000100000","2000","3914","6000","12000"
"R4","00000000000000000000000000000100","2000","5556","6000","12000"
"PC","00000100000000000000000000000000","2000","4981","6000","12000"
"R12","00000000000000000000000000010000","2000","5043","6000","12000"
"R0","00000000000001000000000000000000","2000","3911","6000","12000"
"R1","00000000000000000001000000000000","2000","2679","6000","12000"
"PC","00000000000000000000000000000001","2000","3661","6000","12000"
"R0","00000010000000000000000000000000","2000","5307","6000","12000"
"LR","00000000000000000000000000010000","2000","3210","6000","12000"
"R4","00000000001000000000000000000000","2000","2139","6000","12000"
"R2","00000100000000000000000000000000","2000","3547","6000","12000"
"R7","00001000000000000000000000000000","2000","5007","6000","12000"
"R8","00000000000000001000000000000000","2000","2300","6000","12000"
"R4","00000000000000000000000100000000","2000","5525","6000","12000"
"R8","00000000000000000000000000100000","2000","5412","6000","12000"
"R1","00000000000000000000000100000000","2000","3239","6000","12000"
"R10","00000000000000000000010000000000","2000","4395","6000","12000"
"R9","00000000000000000000000000000010","2000","2571","6000","12000"
"PC","00000000000000001000000000000000","2000","5165","6000","12000"
"R1","00000001000000000000000000000000","2000","3145","6000","12000"
"R2","00100000000000000000000000000000","2000","2310","6000","12000"
"R1","00000000010000000000000000000000","2000","2839","6000","12000"
"R7","00000000000000000000001000000000","2000","5884","6000","12000"
"LR","01000000000000000000000000000000","2000","5072","6000","12000"
"LR","00000000000000000000000100000000","2000","2716","6000","12000"
"PC","00000000000001000000000000000000","2000","4356","6000","12000"
"R2","00000000000000100000000000000000","2000","2877","6000","12000"
"R1","00000000000000000010000000000000","2000","5833","6000","12000"
"R9","00000000000100000000000000000000","2000","4609","6000","12000"
"SP","00000000000000010000000000000000","2000","4111","6000","12000"
"R10","00000010000000000000000000000000","2000","2394","6000","12000"
"R9","00000000000000000000000000000100","2000","2993","6000","12000"
"R10","01000000000000000000000000000000","2000","4361","6000","12000"
"R2","00000000000000000000100000000000","2000","3238","6000","12000"
"R9","00000000000000000000000000000001","2000","5761","6000","12000"
"SP","00000000000000000000000000100000","2000","5527","6000","12000"
"R1","00000000000000000100000000000000","2000","5835","6000","12000"
"R10","00000000001000000000000000000000","2000","4300","6000","12000"
"R0","00000000100000000000000000000000","2000","4258","6000","12000"
"R4","00000000000000000000000000100000","2000","5824","6000","12000"
"R5","00000000000000000000000000010000","2000","4990","6000","12000"
"PC","10000000000000000000000000000000","2000","2995","6000","12000"
"R6","00000000000000000000000000000010","2000","3118","6000","12000"
"R9","00000000000000000000000000000100","2000","2109","6000","12000"
"R7","00000000001000000000000000000000","2000","5470","6000","12000"
"R8","00000000000000000000100000000000","2000","4159","6000","12000"
"R8","00010000000000000000000000000000","2000","2072","6000","12000"
"R2","00000000000000000000000000000100","2000","5110","6000","12000"
"R2","00000000000000010000000000000000","2000","3591","6000","12000"
"R5","00000000001000000000000000000000","2000","5257","6000","12000"
"R11","00000000000000001000000000000000","2000","3575","6000","12000"
"R4","00000000000000000000000000100000","2000","5602","6000","12000"
"PC","00000000000000010000000000000000","2000","2809","6000","12000"
"R11","00000000000000010000000000000000","2000","3321","6000","12000"
"R7","00000000000000000000100000000000","2000","3778","6000","12000"
"R8","10000000000000000000000000000000","2000","4652","6000","12000"
"R5","00000000000000001000000000000000","2000","3826","6000","12000"
"R9","00000000000000000000000000000100","2000","3947","6000","12000"
"R10","00000000000000000000000000100000","2000","5874","6000","12000"
"LR","01000000000000000000000000000000","2000","5903","6000","12000"
"R9","00000001000000000000000000000000","2000","2646","6000","12000"
"LR","00000000000000000010000000000000","2000","2923","6000","12000"
"R0","00000000000000000000000000000010","2000","5731","6000","12000"
"R3","00000000000000000000000000100000","2000","4954","6000","12000"
"R7","00000000000000000000000000100000","2000","2154","6000","12000"
"R7","00000000000000010000000000000000","2000","5592","6000","12000"
"SP","00000000001000000000000000000000","2000","4658","6000","12000"
"R4","00000000000000001000000000000000","2000","5549","6000","12000"
"R4","10000000000000000000000000000000","2000","2964","6000","12000"
"R12","00000000000000000100000000000000","2000","2020","6000","12000"
"R8","00100000000000000000000000000000","2000","5088","6000","12000"
"R6","00000000000000000000000001000000","2000","2074","6000","12000"
"LR","00000000000000000000000000000010","2000","2973","6000","12000"
"R5","00000001000000000000000000000000","2000","5361","6000","12000"
"R12","00000000000000000000000000001000","2000","4205","6000","12000"
"R0","00000000000000000000000010000000","2000","3812","6000","12000"
"R6","00100000000000000000000000000000","2000","5294","6000","12000"
"R8","00000000000000000000000000100000","2000","2357","6000","12000"
"R5","00000000000000000010000000000000","2000","4029","6000","12000"
"LR","00010000000000000000000000000000","2000","2594","6000","12000"
"LR","00000000000000000000000100000000","2000","5878","6000","12000"
"R11","00000000000000000001000000000000","2000","3190","6000","12000"
"R0","00000000000000000000000010000000","2000","4662","6000","12000"
"R0","00001000000000000000000000000000","2000","4924","6000","12000"
"R10","00010000000000000000000000000000","2000","2273","6000","12000"
"R3","00000000000000000000000000010000","2000","3599","6000","12000"
"R11","00000000000000000100000000000000","2000","2879","6000","12000"
"R2","00000100000000000000000000000000","2000","5836","6000","12000"
"SP","00000000000000000000000000000010","2000","2626","6000","12000"
"R9","00000000100000000000000000000000","2000","2377","6000","12000"
"R0","01000000000000000000000000000000","2000","4387","6000","12000"
"R7","00001000000000000000000000000000","2000","3711","6000","12000"
"R12","00000000000000000000010000000000","2000","4778","6000","12000"
"PC","00000000000000100000000000000000","2000","4802","6000","12000"
"PC","00000000010000000000000000000000","2000","2251","6000","12000"
"R0","00000001000000000000000000000000","2000","2833","6000","12000"
"R9","00000000000000010000000000000000","2000","4621","6000","12000"
"R0","00000000000000000000000100000000","2000","3657","6000","12000"
"R8","00000000000000000000000000000100","2000","4167","6000","12000"
"R1","00000000000000000000000000000001","2000","2548","6000","12000"
"R11","00000000000000000000000000000001","2000","2852","6000","12000"
"R3","00000000000000000000000000000010","2000","4767","6000","12000"
"PC","00000000000100000000000000000000","2000","2501","6000","12000"
"R5","00000000000000000000000001000000","2000","3465","6000","12000"
"PC","00000001000000000000000000000000","2000","5509","6000","12000"
"R10","00001000000000000000000000000000","2000","4023","6000","12000"
"SP","00000000010000000000000000000000","2000","3576","6000","12000"
"R2","00000010000000000000000000000000","2000","4644","6000","12000"
"R9","00000000000000000010000000000000","2000","2060","6000","12000"
"R5","00000000000000000000000000010000","2000","5942","6000","12000"
"R9","00000000000000100000000000000000","2000","2322","6000","12000"
"R4","00000000000000000000000000001000","2000","4076","6000","12000"
"SP","00000010000000000000000000000000","2000","4214","6000","12000"
"R2","00001000000000000000000000000000","2000","5363","6000","12000"
"PC","00001000000000000000000000000000","2000","3305","6000","12000"
"R2","00000000100000000000000000000000","2000","2904","6000","12000"
"R12","00000000000000010000000000000000","2000","5056","6000","12000"
"R2","00000000000000000000000001000000","2000","3863","6000","12000"
"R7","01000000000000000000000000000000","2000","3189","6000","12000"
"R1","00000000000000001000000000000000","2000","2418","6000","12000"
"LR","00000000000000000000000000100000","2000","5899","6000","12000"
"R3","00000000000000000000000000000001","2000","5406","6000","12000"
"PC","00000000000000000100000000000000","2000","4720","6000","12000"
"R1","00000000000000000000000000100000","2000","5431","6000","12000"
"R3","00000000100000000000000000000000","2000","2427","6000","12000"
"R7","00000000000000000000010000000000","2000","2740","6000","12000"
"SP","00000000000000100000000000000000","2000","2708","6000","12000"
"SP","00000000000000000000000000001000","2000","2773","6000","12000"
"SP","00000000000000000000000001000000","2000","2483","6000","12000"
"R12","00001000000000000000000000000000","2000","5881","6000","12000"
"R0","00000010000000000000000000000000","2000","5600","6000","12000"
"R5","00000000000000000000000000001000","2000","2412","6000","12000"
"PC","00000000000000000001000000000000","2000","4762","6000","12000"
"SP","00000000000000000000000000100000","2000","4061","6000","12000"
"R0","00000000000001000000000000000000","2000","4691","6000","12000"
"PC","00000000000000000000000000010000","2000","5933","6000","12000"
"PC","00000000000000010000000000000000","2000","3288","6000","12000"
"R6","00000000100000000000000000000000","2000","4899","6000","12000"
"SP","00000000010000000000000000000000","2000","3023","6000","12000"
"R12","10000000000000000000000000000000","2000","4061","6000","12000"
"R11","00000000000000000000000000000010","2000","4313","6000","12000"
"R3","00000000000000000000100000000000","2000","2177","6000","12000"
"R2","00100000000000000000000000000000","2000","3094","6000","12000"
"LR","00000000100000000000000000000000","2000","5170","6000","12000"
"R4","00001000000000000000000000000000","2000","2248","6000","12000"
"R4","00000000000010000000000000000000","2000","2430","6000","12000"
"R0","00000000000000100000000000000000","2000","2160","6000","12000"
"R12","00000000000000000000010000000000","2000","5748","6000","12000"
"SP","00000000000000000000001000000000","2000","3189","6000","12000"
"R2","00000010000000000000000000000000","2000","4275","6000","12000"
"R12","00000000000000000001000000000000","2000","4739","6000","12000"
"R5","00000001000000000000000000000000","2000","2365","6000","12000"
"R6","00000000000000000000000000000100","2000","3343","6000","12000"
"PC","00000000001000000000000000000000","2000","4138","6000","12000"
"R3","00000010000000000000000000000000","2000","5433","6000","12000"
"R10","01000000000000000000000000000000","2000","4153","6000","12000"
"R5","00001000000000000000000000000000","2000","2282","6000","12000"
"R10","00000000000000000000000000000001","2000","4737","6000","12000"
"R2","00000000000000000000000000100000","2000","4829","6000","12000"
"R5","00000010000000000000000000000000","2000","3110","6000","12000"
"SP","00000000000000000000001000000000","2000","5466","6000","12000"
"R9","00000000000000000000000000100000","2000","2536","6000","12000"
"SP","00000001000000000000000000000000","2000","4381","6000","12000"
"R10","00000000000000000000000010000000","2000","5205","6000","12000"
"R12","00000000000001000000000000000000","2000","3798","6000","12000"
"R7","00000000000000000010000000000000","2000","2558","6000","12000"
"R12","00000000000000000000010000000000","2000","2505","6000","12000"
"R7","00000000000000000000100000000000","2000","4678","6000","12000"
"R3","10000000000000000000000000000000","2000","3861","6000","12000"
"R3","00000000000000000000000000000001","2000","4311","6000","12000"
"R2","00000000000000000000000000100000","2000","4146","6000","12000"
"R6","00000000000000000000000000000001","2000","5615","6000","12000"
"R10","00000000000000100000000000000000","2000","5651","6000","12000"
"R2","00000000000000000000000100000000","2000","3160","6000","12000"
"R6","00000000000000000000000010000000","2000","3307","6000","12000"
"R11","10000000000000000000000000000000","2000","2902","6000","12000"
"LR","00000000000000000000000000001000","2000","3981","6000","12000"
"R11","00000000000000000001000000000000","2000","2937","6000","12000"
"R12","00000000000000000000000100000000","2000","5355","6000","12000"
"PC","01000000000000000000000000000000","2000","5746","6000","12000"
"R0","01000000000000000000000000000000","2000","2080","6000","12000"
"LR","00000000100000000000000000000000","2000","2146","6000","12000"
"R1","00000000000010000000000000000000","2000","2089","6000","12000"
"R8","00000000000000000000000010000000","2000","3085","6000","12000"
"R7","00000000000100000000000000000000","2000","2957","6000","12000"
"R4","10000000000000000000000000000000","2000","2446","6000","12000"
"R2","00000000000000010000000000000000","2000","2302","6000","12000"
"R2","00000000000000010000000000000000","2000","2852","6000","12000"
"LR","00000000000000000000001000000000","2000","3608","6000","12000"
"R2","00000000000000100000000000000000","2000","4650","6000","12000"
"R3","00000000000000000000000010000000","2000","2726","6000","12000"
"R3","00000000000000000000000000010000","2000","2949","6000","12000"
"LR","00000000000000001000000000000000","2000","3780","6000","12000"
"PC","00001000000000000000000000000000","2000","3286","6000","12000"
"R11","00000000000000010000000000000000","2000","2142","6000","12000"
"R9","00000000000000000000001000000000","2000","2991","6000","12000"
"R4","00000000000000000000100000000000","2000","4888","6000","12000"
"SP","00000000000000000000000000000100","2000","3042","6000","12000"
"SP","00010000000000000000000000000000","2000","4455","6000","12000"
"R3","00000010000000000000000000000000","2000","3829","6000","12000"
"LR","00000000100000000000000000000000","2000","4956","6000","12000"
"R12","00000000100000000000000000000000","2000","3858","6000","12000"
"R0","00100000000000000000000000000000","2000","4065","6000","12000"
"R7","00100000000000000000000000000000","2000","3739","6000","12000"
"R9","00000000000000100000000000000000","2000","4444","6000","12000"
"R10","00000000000000000000001000000000","2000","4474","6000","12000"
"R1","00000000000000010000000000000000","2000","4656","6000","12000"
"R7","00000000001000000000000000000000","2000","3383","6000","12000"
"R9","00000000000000001000000000000000","2000","4099","6000","12000"
"R0","00000000000000000000010000000000","2000","4931","6000","12000"
"R4","00000000000000000000001000000000","2000","2043","6000","12000"
"SP","00000000000000000000010000000000","2000","5360","6000","12000"
"R4","00100000000000000000000000000000","2000","4545","6000","12000"
"R6","00000001000000000000000000000000","2000","3203","6000","12000"
"R0","00000000000000000001000000000000","2000","5159","6000","12000"
"R10","00000000000000000000000000100000","2000","4066","6000","12000"
"R11","00000000000001000000000000000000","2000","3813","6000","12000"
"R10","00000000000000000000000000100000","2000","5192","6000","12000"
"PC","00000000000000000000000000010000","2000","4415","6000","12000"
"R4","00000000000000010000000000000000","2000","4280","6000","12000"
"R0","00000000000000000000000010000000","2000","5763","6000","12000"
"R9","00000000000000000000000100000000","2000","3950","6000","12000"
"R8","00000000000100000000000000000000","2000","3215","6000","12000"
"R7","00000000000000000000000000001000","2000","3760","6000","12000"
"R4","00000000000000000000000010000000","2000","4847","6000","12000"
"R0","00000100000000000000000000000000","2000","3427","6000","12000"
"R10","00000000000000000000000000000100","2000","2084","6000","12000"
"R10","00000000000100000000000000000000","2000","2682","6000","12000"
"R5","00000000000000000000000000100000","2000","5440","6000","12000"
"R3","00000000000000000010000000000000","2000","4201","6000","12000"
"R8","00000000000010000000000000000000","2000","4653","6000","12000"
"R2","00000000000000000000001000000000","2000","2649","6000","12000"
"R2","00000001000000000000000000000000","2000","4237","6000","12000"
"R0","00000000000000000000000000000010","2000","3156","6000","12000"
"SP","00000000000000000000000000000100","2000","2269","6000","12000"
"R7","00000010000000000000000000000000","2000","5439","6000","12000"
"R10","00000000000000000001000000000000","2000","4915","6000","12000"
"R5","10000000000000000000000000000000","2000","5352","6000","12000"
"R4","00000000100000000000000000000000","2000","3590","6000","12000"
"R12","00000000000000000000000001000000","2000","2165","6000","12000"
"R2","00000010000000000000000000000000","2000","2764","6000","12000"
"R3","00000000000000000000000100000000","2000","2363","6000","12000"
"R3","00000000000000000000001000000000","2000","5566","6000","12000"
"R4","00000000000010000000000000000000","2000","5776","6000","12000"
"R0","00000000000000000000000000000010","2000","5272","6000","12000"
"SP","01000000000000000000000000000000","2000","5304","6000","12000"
"R5","00000000000000000100000000000000","2000","2493","6000","12000"
"R6","00000000010000000000000000000000","2000","4188","6000","12000"
"R2","00000000000000000001000000000000","2000","3512","6000","12000"
"R11","00010000000000000000000000000000","2000","2778","6000","12000"
"R10","00000000000000000000000000000001","2000","2013","6000","12000"
"R12","00000000000000000100000000000000","2000","4117","6000","12000"
"R12","00000100000000000000000000000000","2000","4045","6000","12000"
"R5","00000001000000000000000000000000","2000","5100","6000","12000"
"R3","00000000000000000000100000000000","2000","2456","6000","12000"
"R1","00000001000000000000000000000000","2000","2376","6000","12000"
"R0","00000000000010000000000000000000","2000","4957","6000","12000"
"LR","00000000100000000000000000000000","2000","3983","6000","12000"
"R12","00000001000000000000000000000000","2000","5005","6000","12000"
"LR","00000000000001000000000000000000","2000","2039","6000","12000"
"R0","00000000000100000000000000000000","2000","3854","6000","12000"
"R8","00000000000000000000100000000000","2000","5684","6000","12000"
"R9","00000000000000000000000000000100","2000","5531","6000","12000"
"PC","00000000000010000000000000000000","2000","5137","6000","12000"
"R11","00000000010000000000000000000000","2000","5385","6000","12000"
"R5","00000000000000000100000000000000","2000","3485","6000","12000"
"R2","10000000000000000000000000000000","2000","5316","6000","12000"
"R7","00000000000100000000000000000000","2000","3965","6000","12000"
"R11","00000010000000000000000000000000","2000","3031","6000","12000"
"R1","00000000000000000000000000010000","2000","4448","6000","12000"
"R6","00000000000000000000000100000000","2000","5515","6000","12000"
"R10","00000000000001000000000000000000","2000","2096","6000","12000"
"R1","00000000010000000000000000000000","2000","2471","6000","12000"
"R7","00000000000001000000000000000000","2000","4995","6000","12000"
"R5","00000010000000000000000000000000","2000","4950","6000","12000"
"R11","00000000000100000000000000000000","2000","3409","6000","12000"
"R2","00000000001000000000000000000000","2000","2438","6000","12000"
"R2","00000000000000000000000000000100","2000","3168","6000","12000"
"R10","00000000000000000000000001000000","2000","3436","6000","12000"
"LR","00000100000000000000000000000000","2000","4316","6000","12000"
"R4","00000000000000100000000000000000","2000","2180","6000","12000"
"R2","00000000000000000001000000000000","2000","4706","6000","12000"
"R11","00000000000001000000000000000000","2000","2998","6000","12000"
"R8","00000000000000000100000000000000","2000","3739","6000","12000"
"SP","00000000000000000000000000100000","2000","3029","6000","12000"
"R4","00000000001000000000000000000000","2000","4678","6000","12000"
"R6","00000000000000000010000000000000","2000","5858","6000","12000"
"R12","00000000000000000000000000000001","2000","3470","6000","12000"
"R4","00000000000000000000001000000000","2000","5229","6000","12000"
"R2","00000010000000000000000000000000","2000","3419","6000","12000"
"R9","00000000000001000000000000000000","2000","2139","6000","12000"
"R7","00000000001000000000000000000000","2000","5988","6000","12000"
"R10","00000000000010000000000000000000","2000","2595","6000","12000"
"R0","00000000000000000000000010000000","2000","2050","6000","12000"
"R9","00000000001000000000000000000000","2000","2770","6000","12000"
"R8","00000000000000000000000100000000","2000","2655","6000","12000"
"R10","00000000000000000000000000001000","2000","2030","6000","12000"
"R5","00000001000000000000000000000000","2000","4109","6000","12000"
"R11","00001000000000000000000000000000","2000","5048","6000","12000"
"R12","00000000000100000000000000000000","2000","4564","6000","12000"
"R5","00000000000000000000000000010000","2000","2954","6000","12000"
"R10","00000000000000000000000010000000","2000","4643","6000","12000"
"PC","00000000100000000000000000000000","2000","2400","6000","12000"
"R3","00000000001000000000000000000000","2000","3144","6000","12000"
"R7","00000000100000000000000000000000","2000","5716","6000","12000"
"R12","00000000000000000100000000000000","2000","5562","6000","12000"
"R2","00000000000000000000100000000000","2000","5185","6000","12000"
"R4","00000000010000000000000000000000","2000","5331","6000","12000"
"PC","00001000000000000000000000000000","2000","2345","6000","12000"
"R10","00000000000000000000001000000000","2000","2620","6000","12000"
"R3","00000000100000000000000000000000","2000","3698","6000","12000"
"R4","00000000000100000000000000000000","2000","3840","6000","12000"
"R3","00000000100000000000000000000000","2000","4811","6000","12000"
"R6","00000010000000000000000000000000","2000","4898","6000","12000"
"R0","00000000000000000000000001000000","2000","4364","6000","12000"
"R8","00000000000000000000000100000000","2000","4139","6000","12000"
"PC","00000000001000000000000000000000","2000","5179","6000","12000"
"R12","00000000000000001000000000000000","2000","3035","6000","12000"
"R10","00000000000000100000000000000000","2000","2667","6000","12000"
"R7","00001000000000000000000000000000","2000","5665","6000","12000"
"R3","00000000000000000000010000000000","2000","3679","6000","12000"
